date;cases;deaths;casesNew;deathsNew;casesPer100K;deathsPer100K;dias;codigo_ibge;nome;nome_com_uf
2020-06-18;2;0;1;0;56.7697984672;0;56;316610;Senhora do Porto (MG);SENHORA DO PORTO (MG)
2020-06-18;4;0;3;0;38.2445740511;0;10;316620;Senhora dos Remédios (MG);SENHORA DOS REMÉDIOS (MG)
2020-06-18;4;0;4;0;45.9822968157;0;1;316670;Serra dos Aimorés (MG);SERRA DOS AIMORÉS (MG)
2020-06-18;60;0;1;0;518.0452426179;0;82;316680;Serra do Salitre (MG);SERRA DO SALITRE (MG)
2020-06-18;3;0;0;0;39.1185291433;0;30;316690;Serrania (MG);SERRANIA (MG)
2020-06-18;1;0;0;0;20.9161263334;0;24;316695;Serranópolis de Minas (MG);SERRANÓPOLIS DE MINAS (MG)
2020-06-18;1;0;0;0;50.9424350484;0;7;316700;Serranos (MG);SERRANOS (MG)
2020-06-18;3;0;-1;0;14.3088810455;0;30;316710;Serro (MG);SERRO (MG)
2020-06-18;54;2;7;0;22.5338947333;0.8345886938;83;316720;Sete Lagoas (MG);SETE LAGOAS (MG)
2020-06-18;3;0;0;0;132.6846528085;0;14;316730;Silveirânia (MG);SILVEIRÂNIA (MG)
2020-06-18;1;0;0;0;16.0307790959;0;22;316740;Silvianópolis (MG);SILVIANÓPOLIS (MG)
2020-06-18;2;0;0;0;76.4818355641;0;28;316750;Simão Pereira (MG);SIMÃO PEREIRA (MG)
2020-06-18;5;0;1;0;25.4673254215;0;6;316760;Simonésia (MG);SIMONÉSIA (MG)
2020-06-18;1;0;0;0;18.0082838106;0;61;316770;Sobrália (MG);SOBRÁLIA (MG)
2020-06-18;2;0;0;0;53.3333333333;0;43;316790;Tabuleiro (MG);TABULEIRO (MG)
2020-06-18;23;0;0;0;67.3854447439;0;10;316800;Taiobeiras (MG);TAIOBEIRAS (MG)
2020-06-18;4;0;0;0;128.6173633441;0;24;316805;Taparuba (MG);TAPARUBA (MG)
2020-06-18;1;0;1;0;20.9511837419;0;2;316810;Tapira (MG);TAPIRA (MG)
2020-06-18;2;0;0;0;17.1511877197;0;22;316850;Teixeiras (MG);TEIXEIRAS (MG)
2020-06-18;547;13;62;0;389.0690793217;9.2466143166;58;316860;Teófilo Otoni (MG);TEÓFILO OTONI (MG)
2020-06-18;138;3;30;0;153.6029919191;3.3391954765;83;316870;Timóteo (MG);TIMÓTEO (MG)
2020-06-18;1;1;0;0;12.5297581757;12.5297581757;9;316880;Tiradentes (MG);TIRADENTES (MG)
2020-06-18;33;0;6;0;198.0911219161;0;27;316900;Tocantins (MG);TOCANTINS (MG)
2020-06-18;16;2;0;0;255.6727388942;31.9590923618;78;316910;Toledo (MG);TOLEDO (MG)
2020-06-18;41;0;10;0;511.0944901521;0;43;316920;Tombos (MG);TOMBOS (MG)
2020-06-18;112;5;3;1;140.9124078408;6.2907324929;52;316930;Três Corações (MG);TRÊS CORAÇÕES (MG)
2020-06-18;11;0;0;0;33.9967857584;0;57;316935;Três Marias (MG);TRÊS MARIAS (MG)
2020-06-18;32;1;2;0;56.3916399394;1.7622387481;62;316940;Três Pontas (MG);TRÊS PONTAS (MG)
2020-06-18;5;0;0;0;19.7417775497;0;56;316960;Tupaciguara (MG);TUPACIGUARA (MG)
2020-06-18;1;0;0;0;5.0090162292;0;12;316970;Turmalina (MG);TURMALINA (MG)
2020-06-18;89;3;1;1;77.0216006646;2.5962337303;74;316990;Ubá (MG);UBÁ (MG)
2020-06-18;2;0;0;0;15.95787122;0;30;317000;Ubaí (MG);UBAÍ (MG)
2020-06-18;12;0;4;0;96.223237912;0;15;317005;Ubaporanga (MG);UBAPORANGA (MG)
2020-06-18;408;15;9;1;122.2351048436;4.4939376781;83;317010;Uberaba (MG);UBERABA (MG)
2020-06-18;2464;46;68;2;356.4273367038;6.6540817729;83;317020;Uberlândia (MG);UBERLÂNDIA (MG)
2020-06-18;255;0;1;0;302.2114769253;0;81;317040;Unaí (MG);UNAÍ (MG)
2020-06-18;36;0;1;0;836.4312267658;0;13;317043;União de Minas (MG);UNIÃO DE MINAS (MG)
2020-06-18;9;0;1;0;86.8893608805;0;19;317050;Urucânia (MG);URUCÂNIA (MG)
2020-06-18;8;0;0;0;47.4355173436;0;9;317052;Urucuia (MG);URUCUIA (MG)
2020-06-18;23;0;0;0;354.9382716049;0;42;317057;Vargem Alegre (MG);VARGEM ALEGRE (MG)
2020-06-18;122;4;9;0;89.9983770784;2.9507664616;76;317070;Varginha (MG);VARGINHA (MG)
2020-06-18;1;0;0;0;14.2126208073;0;37;317075;Varjão de Minas (MG);VARJÃO DE MINAS (MG)
2020-06-18;21;0;0;0;53.173980199;0;37;317080;Várzea da Palma (MG);VÁRZEA DA PALMA (MG)
2020-06-18;7;1;0;0;36.231884058;5.1759834369;61;317090;Varzelândia (MG);VARZELÂNDIA (MG)
2020-06-18;91;0;13;0;441.9621175328;0;72;317100;Vazante (MG);VAZANTE (MG)
2020-06-18;69;1;6;0;54.0748113259;0.7836929178;37;317120;Vespasiano (MG);VESPASIANO (MG)
2020-06-18;42;0;2;0;53.2683966213;0;55;317130;Viçosa (MG);VIÇOSA (MG)
2020-06-18;2;0;0;0;55.4323725055;0;21;317140;Vieiras (MG);VIEIRAS (MG)
2020-06-18;1;0;0;0;31.2207305651;0;30;317150;Mathias Lobato (MG);MATHIAS LOBATO (MG)
2020-06-18;1;0;0;0;7.2716695753;0;2;317160;Virgem da Lapa (MG);VIRGEM DA LAPA (MG)
2020-06-18;11;1;0;0;25.8434357673;2.3494032516;36;317200;Visconde do Rio Branco (MG);VISCONDE DO RIO BRANCO (MG)
2020-06-18;3;0;0;0;117.5548589342;0;44;317220;Wenceslau Braz (MG);WENCESLAU BRAZ (MG)
2020-06-18;155;7;0;0;506.7678022625;22.8862878441;78;320010;Afonso Cláudio (ES);AFONSO CLÁUDIO (ES)
2020-06-18;28;2;5;0;290.3961833644;20.742584526;36;320013;Águia Branca (ES);ÁGUIA BRANCA (ES)
2020-06-18;34;2;-1;0;308.5579453671;18.1504673745;38;320016;Água Doce do Norte (ES);ÁGUA DOCE DO NORTE (ES)
2020-06-18;58;4;5;2;192.7935115011;13.2961042415;59;320020;Alegre (ES);ALEGRE (ES)
2020-06-18;111;3;0;0;760.2219026094;20.5465379084;67;320030;Alfredo Chaves (ES);ALFREDO CHAVES (ES)
2020-06-18;8;2;0;0;102.0929045431;25.5232261358;25;320035;Alto Rio Novo (ES);ALTO RIO NOVO (ES)
2020-06-18;227;4;2;0;775.7236100195;13.6691385025;63;320040;Anchieta (ES);ANCHIETA (ES)
2020-06-18;25;0;0;0;330.3819215013;0;60;320050;Apiacá (ES);APIACÁ (ES)
2020-06-18;380;22;23;0;375.4198774946;21.7348350128;78;320060;Aracruz (ES);ARACRUZ (ES)
2020-06-18;30;1;1;0;251.3404825737;8.3780160858;37;320070;Atílio Vivacqua (ES);ATÍLIO VIVACQUA (ES)
2020-06-18;141;7;2;0;454.8680560036;22.5821020711;47;320080;Baixo Guandu (ES);BAIXO GUANDU (ES)
2020-06-18;149;6;1;0;333.7066069429;13.437849944;51;320090;Barra de São Francisco (ES);BARRA DE SÃO FRANCISCO (ES)
2020-06-18;90;3;1;0;598.5236416838;19.9507880561;72;320100;Boa Esperança (ES);BOA ESPERANÇA (ES)
2020-06-18;40;0;0;0;402.576489533;0;64;320110;Bom Jesus do Norte (ES);BOM JESUS DO NORTE (ES)
2020-06-18;36;0;0;0;290.2289584005;0;64;320115;Brejetuba (ES);BREJETUBA (ES)
2020-06-18;1017;32;51;1;486.6680703635;15.3130562946;83;320120;Cachoeiro de Itapemirim (ES);CACHOEIRO DE ITAPEMIRIM (ES)
2020-06-18;3914;191;129;8;1026.5287121182;50.0937618842;83;320130;Cariacica (ES);CARIACICA (ES)
2020-06-18;111;3;12;0;295.7318697714;7.9927532371;83;320140;Castelo (ES);CASTELO (ES)
2020-06-18;943;17;54;0;769.802202467;13.8776643075;76;320150;Colatina (ES);COLATINA (ES)
2020-06-18;33;1;0;0;106.2357145157;3.2192640762;44;320160;Conceição da Barra (ES);CONCEIÇÃO DA BARRA (ES)
2020-06-18;32;2;2;0;251.5130079384;15.7195629961;45;320170;Conceição do Castelo (ES);CONCEIÇÃO DO CASTELO (ES)
2020-06-18;78;0;4;0;1812.2676579926;0;44;320180;Divino de São Lourenço (ES);DIVINO DE SÃO LOURENÇO (ES)
2020-06-18;203;3;4;0;599.7045790251;8.8626292467;62;320190;Domingos Martins (ES);DOMINGOS MARTINS (ES)
2020-06-18;17;0;0;0;251.8891687657;0;16;320200;Dores do Rio Preto (ES);DORES DO RIO PRETO (ES)
2020-06-18;83;5;0;0;362.0817519522;21.8121537321;48;320210;Ecoporanga (ES);ECOPORANGA (ES)
2020-06-18;221;9;11;0;1027.4768701474;41.842949463;77;320220;Fundão (ES);FUNDÃO (ES)
2020-06-18;12;0;-1;0;94.4212762609;0;22;320225;Governador Lindenberg (ES);GOVERNADOR LINDENBERG (ES)
2020-06-18;96;5;3;0;311.0117601322;16.1985291736;59;320230;Guaçuí (ES);GUAÇUÍ (ES)
2020-06-18;625;30;45;5;500.5646369104;24.0271025717;82;320240;Guarapari (ES);GUARAPARI (ES)
2020-06-18;53;4;12;0;203.205275669;15.3362472203;35;320245;Ibatiba (ES);IBATIBA (ES)
2020-06-18;70;4;6;0;560.9423832038;32.0538504688;73;320250;Ibiraçu (ES);IBIRAÇU (ES)
2020-06-18;32;3;0;0;359.9955000563;33.7495781303;51;320255;Ibitirama (ES);IBITIRAMA (ES)
2020-06-18;78;0;11;0;562.7705627706;0;54;320260;Iconha (ES);ICONHA (ES)
2020-06-18;26;0;-1;0;194.3634596696;0;59;320265;Irupi (ES);IRUPI (ES)
2020-06-18;19;0;-1;0;135.0774918243;0;27;320270;Itaguaçu (ES);ITAGUAÇU (ES)
2020-06-18;370;18;18;0;1077.2097356469;52.4047979504;82;320280;Itapemirim (ES);ITAPEMIRIM (ES)
2020-06-18;40;1;0;0;378.9673140692;9.4741828517;39;320290;Itarana (ES);ITARANA (ES)
2020-06-18;83;3;10;0;284.6267274785;10.2877130414;49;320300;Iúna (ES);IÚNA (ES)
2020-06-18;36;2;2;0;118.121862388;6.5623256882;38;320305;Jaguaré (ES);JAGUARÉ (ES)
2020-06-18;51;1;1;0;418.3070866142;8.2020997375;65;320310;Jerônimo Monteiro (ES);JERÔNIMO MONTEIRO (ES)
2020-06-18;124;4;3;0;743.9404847612;23.9980801536;64;320313;João Neiva (ES);JOÃO NEIVA (ES)
2020-06-18;37;0;2;0;337.9921439664;0;43;320316;Laranja da Terra (ES);LARANJA DA TERRA (ES)
2020-06-18;857;18;56;1;493.791593443;10.371352021;83;320320;Linhares (ES);LINHARES (ES)
2020-06-18;19;1;4;0;123.7785016287;6.5146579805;35;320330;Mantenópolis (ES);MANTENÓPOLIS (ES)
2020-06-18;505;26;32;1;1311.7223823996;67.5342216681;54;320332;Marataízes (ES);MARATAÍZES (ES)
2020-06-18;244;7;27;2;1461.6029711274;41.9312327782;55;320334;Marechal Floriano (ES);MARECHAL FLORIANO (ES)
2020-06-18;56;0;1;0;436.3749707785;0;43;320335;Marilândia (ES);MARILÂNDIA (ES)
2020-06-18;167;2;-1;0;638.5500707376;7.6473062364;51;320340;Mimoso do Sul (ES);MIMOSO DO SUL (ES)
2020-06-18;19;1;-1;0;100.8867413583;5.3098284925;52;320350;Montanha (ES);MONTANHA (ES)
2020-06-18;9;1;0;0;162.925416365;18.1028240406;29;320360;Mucurici (ES);MUCURICI (ES)
2020-06-18;59;1;9;0;337.8184941311;5.7257371887;50;320370;Muniz Freire (ES);MUNIZ FREIRE (ES)
2020-06-18;68;5;5;0;440.1579390252;32.3645543401;43;320380;Muqui (ES);MUQUI (ES)
2020-06-18;166;6;10;0;331.2712033526;11.9736579525;72;320390;Nova Venécia (ES);NOVA VENÉCIA (ES)
2020-06-18;110;2;9;2;474.4651483782;8.6266390614;45;320400;Pancas (ES);PANCAS (ES)
2020-06-18;62;3;12;1;236.7858234036;11.4573785518;64;320405;Pedro Canário (ES);PEDRO CANÁRIO (ES)
2020-06-18;74;3;7;0;273.5978112175;11.0918031575;50;320410;Pinheiros (ES);PINHEIROS (ES)
2020-06-18;161;3;7;0;741.5595780941;13.8178803372;60;320420;Piúma (ES);PIÚMA (ES)
2020-06-18;6;0;-1;0;76.3067531477;0;11;320425;Ponto Belo (ES);PONTO BELO (ES)
2020-06-18;161;4;1;0;1391.048902713;34.5602211854;64;320430;Presidente Kennedy (ES);PRESIDENTE KENNEDY (ES)
2020-06-18;52;0;0;0;271.6681469098;0;49;320435;Rio Bananal (ES);RIO BANANAL (ES)
2020-06-18;80;2;5;1;688.3496816383;17.208742041;64;320440;Rio Novo do Sul (ES);RIO NOVO DO SUL (ES)
2020-06-18;48;1;-1;0;392.6701570681;8.1806282723;67;320450;Santa Leopoldina (ES);SANTA LEOPOLDINA (ES)
2020-06-18;130;5;4;0;321.5354554673;12.3667482872;65;320455;Santa Maria de Jetibá (ES);SANTA MARIA DE JETIBÁ (ES)
2020-06-18;149;5;3;0;631.623569309;21.1954217889;83;320460;Santa Teresa (ES);SANTA TERESA (ES)
2020-06-18;47;3;2;0;544.107432276;34.7302616346;31;320465;São Domingos do Norte (ES);SÃO DOMINGOS DO NORTE (ES)
2020-06-18;220;1;27;0;579.7559754394;2.6352544338;69;320470;São Gabriel da Palha (ES);SÃO GABRIEL DA PALHA (ES)
2020-06-18;61;0;2;0;577.8704054566;0;68;320480;São José do Calçado (ES);SÃO JOSÉ DO CALÇADO (ES)
2020-06-18;433;13;21;1;331.5187847884;9.9532198666;81;320490;São Mateus (ES);SÃO MATEUS (ES)
2020-06-18;51;2;2;0;410.7933950866;16.1095449054;83;320495;São Roque do Canaã (ES);SÃO ROQUE DO CANAÃ (ES)
2020-06-18;5490;252;163;5;1060.8490657185;48.6947112133;83;320500;Serra (ES);SERRA (ES)
2020-06-18;115;4;4;0;382.4409710675;13.3022946458;78;320501;Sooretama (ES);SOORETAMA (ES)
2020-06-18;56;1;2;0;261.6577889917;4.6724605177;44;320503;Vargem Alta (ES);VARGEM ALTA (ES)
2020-06-18;135;2;9;0;534.0823673695;7.9123313684;71;320506;Venda Nova do Imigrante (ES);VENDA NOVA DO IMIGRANTE (ES)
2020-06-18;609;34;23;3;778.3841818019;43.4565881466;79;320510;Viana (ES);VIANA (ES)
2020-06-18;13;0;-1;0;141.1815812337;0;30;320515;Vila Pavão (ES);VILA PAVÃO (ES)
2020-06-18;57;2;1;0;404.8295454545;14.2045454545;59;320517;Vila Valério (ES);VILA VALÉRIO (ES)
2020-06-18;5405;208;189;10;1094.488475978;42.1190754863;83;320520;Vila Velha (ES);VILA VELHA (ES)
2020-06-18;5462;193;171;5;1508.43558494;53.3006349127;83;320530;Vitória (ES);VITÓRIA (ES)
2020-06-18;1698;68;2;3;833.2311014059;33.3685011164;81;330010;Angra dos Reis (RJ);ANGRA DOS REIS (RJ)
2020-06-18;49;0;0;0;416.7021005188;0;57;330015;Aperibé (RJ);APERIBÉ (RJ)
2020-06-18;272;29;0;0;205.4380664653;21.9033232628;77;330020;Araruama (RJ);ARARUAMA (RJ)
2020-06-18;65;1;0;0;517.0219535476;7.9541839007;65;330022;Areal (RJ);AREAL (RJ)
2020-06-18;128;5;0;0;377.9155594922;14.7623265427;66;330023;Armação dos Búzios (RJ);ARMAÇÃO DOS BÚZIOS (RJ)
2020-06-18;54;4;0;0;177.9300800685;13.180005931;79;330025;Arraial do Cabo (RJ);ARRAIAL DO CABO (RJ)
2020-06-18;303;21;0;0;301.8710024508;20.9217526451;77;330030;Barra do Piraí (RJ);BARRA DO PIRAÍ (RJ)
2020-06-18;314;28;0;0;170.2709151248;15.1833937054;83;330040;Barra Mansa (RJ);BARRA MANSA (RJ)
2020-06-18;1161;157;4;5;227.2433676645;30.7297232759;83;330045;Belford Roxo (RJ);BELFORD ROXO (RJ)
2020-06-18;34;2;0;0;123.8796181593;7.2870363623;73;330050;Bom Jardim (RJ);BOM JARDIM (RJ)
2020-06-18;87;2;0;0;234.5266335993;5.3914168644;70;330060;Bom Jesus do Itabapoana (RJ);BOM JESUS DO ITABAPOANA (RJ)
2020-06-18;591;30;1;2;260.8983555899;13.2435713497;73;330070;Cabo Frio (RJ);CABO FRIO (RJ)
2020-06-18;211;18;0;0;358.0093998677;30.5410862446;70;330080;Cachoeiras de Macacu (RJ);CACHOEIRAS DE MACACU (RJ)
2020-06-18;44;0;0;0;283.7794259916;0;36;330090;Cambuci (RJ);CAMBUCI (RJ)
2020-06-18;68;1;0;0;417.1523219434;6.1345929698;65;330093;Carapebus (RJ);CARAPEBUS (RJ)
2020-06-18;31;0;0;0;362.1072304637;0;32;330095;Comendador Levy Gasparian (RJ);COMENDADOR LEVY GASPARIAN (RJ)
2020-06-18;1306;70;6;6;257.3155642422;13.7917990023;83;330100;Campos dos Goytacazes (RJ);CAMPOS DOS GOYTACAZES (RJ)
2020-06-18;13;1;0;0;64.4457664089;4.9573666468;71;330110;Cantagalo (RJ);CANTAGALO (RJ)
2020-06-18;48;0;0;0;374.3273804882;0;42;330115;Cardoso Moreira (RJ);CARDOSO MOREIRA (RJ)
2020-06-18;50;2;0;0;264.6202699127;10.5848107965;48;330120;Carmo (RJ);CARMO (RJ)
2020-06-18;272;9;1;2;615.6074597139;20.3693644758;73;330130;Casimiro de Abreu (RJ);CASIMIRO DE ABREU (RJ)
2020-06-18;152;1;0;0;654.3826416394;4.3051489582;58;330140;Conceição de Macabu (RJ);CONCEIÇÃO DE MACABU (RJ)
2020-06-18;24;0;0;0;109.4590896652;0;54;330150;Cordeiro (RJ);CORDEIRO (RJ)
2020-06-18;6;0;0;0;52.2102332057;0;23;330160;Duas Barras (RJ);DUAS BARRAS (RJ)
2020-06-18;2407;362;8;9;261.745375143;39.3651125059;83;330170;Duque de Caxias (RJ);DUQUE DE CAXIAS (RJ)
2020-06-18;22;2;0;0;157.1204113698;14.2836737609;45;330180;Engenheiro Paulo de Frontin (RJ);ENGENHEIRO PAULO DE FRONTIN (RJ)
2020-06-18;594;34;1;3;981.5423765223;56.1825602723;83;330185;Guapimirim (RJ);GUAPIMIRIM (RJ)
2020-06-18;119;20;0;0;420.346167432;70.6464146945;77;330187;Iguaba Grande (RJ);IGUABA GRANDE (RJ)
2020-06-18;1774;110;-1;0;737.3478752411;45.720555962;83;330190;Itaboraí (RJ);ITABORAÍ (RJ)
2020-06-18;986;67;1;1;741.2474909599;50.3687443147;78;330200;Itaguaí (RJ);ITAGUAÍ (RJ)
2020-06-18;107;3;0;0;703.6233313606;19.727756954;50;330205;Italva (RJ);ITALVA (RJ)
2020-06-18;72;4;0;0;309.8906774555;17.2161487475;49;330210;Itaocara (RJ);ITAOCARA (RJ)
2020-06-18;427;1;0;0;413.6634891111;0.9687669534;75;330220;Itaperuna (RJ);ITAPERUNA (RJ)
2020-06-18;16;0;0;0;50.306555573;0;70;330225;Itatiaia (RJ);ITATIAIA (RJ)
2020-06-18;134;14;0;0;127.9016493586;13.3628588882;73;330227;Japeri (RJ);JAPERI (RJ)
2020-06-18;76;0;0;0;1033.3106730116;0;39;330230;Laje do Muriaé (RJ);LAJE DO MURIAÉ (RJ)
2020-06-18;1597;62;4;4;622.1948634834;24.1553422267;80;330240;Macaé (RJ);MACAÉ (RJ)
2020-06-18;8;0;0;0;142.8826576174;0;43;330245;Macuco (RJ);MACUCO (RJ)
2020-06-18;1200;120;0;1;489.6540186313;48.9654018631;78;330250;Magé (RJ);MAGÉ (RJ)
2020-06-18;203;21;8;12;456.5080507331;47.2249707655;83;330260;Mangaratiba (RJ);MANGARATIBA (RJ)
2020-06-18;900;41;1;1;558.2884117935;25.4331387595;82;330270;Maricá (RJ);MARICÁ (RJ)
2020-06-18;44;2;0;0;236.3812184377;10.7446008381;65;330280;Mendes (RJ);MENDES (RJ)
2020-06-18;593;97;2;2;336.7347518214;55.0814012254;77;330285;Mesquita (RJ);MESQUITA (RJ)
2020-06-18;43;3;0;0;168.3765369254;11.7472002506;83;330290;Miguel Pereira (RJ);MIGUEL PEREIRA (RJ)
2020-06-18;74;0;0;0;272.3191285788;0;50;330300;Miracema (RJ);MIRACEMA (RJ)
2020-06-18;94;1;0;0;613.6971991904;6.5286936084;42;330310;Natividade (RJ);NATIVIDADE (RJ)
2020-06-18;544;64;4;5;334.8001353971;39.3882512232;77;330320;Nilópolis (RJ);NILÓPOLIS (RJ)
2020-06-18;4843;170;4;4;942.9810897536;33.1007196486;83;330330;Niterói (RJ);NITERÓI (RJ)
2020-06-18;316;30;1;1;165.7652742733;15.7372095829;76;330340;Nova Friburgo (RJ);NOVA FRIBURGO (RJ)
2020-06-18;2770;296;5;9;337.3408287137;36.0479730322;83;330350;Nova Iguaçu (RJ);NOVA IGUAÇU (RJ)
2020-06-18;307;18;-1;0;587.4811030101;34.4451461048;70;330360;Paracambi (RJ);PARACAMBI (RJ)
2020-06-18;205;11;0;3;462.9106921079;24.8391103082;76;330370;Paraíba do Sul (RJ);PARAÍBA DO SUL (RJ)
2020-06-18;157;8;0;0;363.7206069732;18.5335341133;71;330380;Paraty (RJ);PARATY (RJ)
2020-06-18;37;4;0;0;133.242104505;14.4045518384;71;330385;Paty do Alferes (RJ);PATY DO ALFERES (RJ)
2020-06-18;726;81;1;1;237.1069038607;26.4540760506;83;330390;Petrópolis (RJ);PETRÓPOLIS (RJ)
2020-06-18;91;1;0;0;361.7427253935;3.9751947845;62;330395;Pinheiral (RJ);PINHEIRAL (RJ)
2020-06-18;154;6;0;0;526.0101786385;20.4939030638;68;330400;Piraí (RJ);PIRAÍ (RJ)
2020-06-18;63;2;1;1;334.2707062132;10.6117684512;77;330410;Porciúncula (RJ);PORCIÚNCULA (RJ)
2020-06-18;28;0;0;0;142.2547375908;0;73;330411;Porto Real (RJ);PORTO REAL (RJ)
2020-06-18;18;0;0;0;125.8565235631;0;73;330412;Quatis (RJ);QUATIS (RJ)
2020-06-18;1320;23;0;1;878.132504873;15.3007936455;81;330414;Queimados (RJ);QUEIMADOS (RJ)
2020-06-18;139;1;0;0;562.7530364372;4.048582996;65;330415;Quissamã (RJ);QUISSAMÃ (RJ)
2020-06-18;302;20;0;0;229.9358159295;15.2275374788;83;330420;Resende (RJ);RESENDE (RJ)
2020-06-18;331;15;1;2;549.8247537416;24.9165296258;81;330430;Rio Bonito (RJ);RIO BONITO (RJ)
2020-06-18;104;0;0;0;561.2823142102;0;34;330440;Rio Claro (RJ);RIO CLARO (RJ)
2020-06-18;6;1;0;0;64.6273158122;10.771219302;72;330450;Rio das Flores (RJ);RIO DAS FLORES (RJ)
2020-06-18;592;27;0;0;392.9012304711;17.9194817951;82;330452;Rio das Ostras (RJ);RIO DAS OSTRAS (RJ)
2020-06-18;46255;5508;277;165;688.4308346169;81.9776680806;83;330455;Rio de Janeiro (RJ);RIO DE JANEIRO (RJ)
2020-06-18;8;0;0;0;76.893502499;0;54;330460;Santa Maria Madalena (RJ);SANTA MARIA MADALENA (RJ)
2020-06-18;244;3;0;0;574.4014689611;7.062313143;60;330470;Santo Antônio de Pádua (RJ);SANTO ANTÔNIO DE PÁDUA (RJ)
2020-06-18;119;10;1;1;281.957114086;23.6938751333;70;330475;São Francisco de Itabapoana (RJ);SÃO FRANCISCO DE ITABAPOANA (RJ)
2020-06-18;129;0;0;0;333.600558587;0;68;330480;São Fidélis (RJ);SÃO FIDÉLIS (RJ)
2020-06-18;3313;320;17;20;305.3909381945;29.4974646007;83;330490;São Gonçalo (RJ);SÃO GONÇALO (RJ)
2020-06-18;179;7;0;0;495.8174062379;19.3895075065;74;330500;São João da Barra (RJ);SÃO JOÃO DA BARRA (RJ)
2020-06-18;1372;165;5;5;290.4281486687;34.9275834769;81;330510;São João de Meriti (RJ);SÃO JOÃO DE MERITI (RJ)
2020-06-18;72;0;0;0;1004.0440663785;0;54;330513;São José de Ubá (RJ);SÃO JOSÉ DE UBÁ (RJ)
2020-06-18;134;1;0;0;614.819912824;4.5882083047;53;330515;São José do Vale do Rio Preto (RJ);SÃO JOSÉ DO VALE DO RIO PRETO (RJ)
2020-06-18;294;6;0;0;281.404341667;5.7429457483;80;330520;São Pedro da Aldeia (RJ);SÃO PEDRO DA ALDEIA (RJ)
2020-06-18;10;1;0;0;106.8718606391;10.6871860639;56;330530;São Sebastião do Alto (RJ);SÃO SEBASTIÃO DO ALTO (RJ)
2020-06-18;140;11;0;0;768.0491551459;60.3467193329;73;330540;Sapucaia (RJ);SAPUCAIA (RJ)
2020-06-18;159;19;2;2;178.3110911742;21.3076146686;68;330550;Saquarema (RJ);SAQUAREMA (RJ)
2020-06-18;364;22;-1;0;442.2198464379;26.7275731364;82;330555;Seropédica (RJ);SEROPÉDICA (RJ)
2020-06-18;82;4;0;0;376.5959401121;18.370533664;61;330560;Silva Jardim (RJ);SILVA JARDIM (RJ)
2020-06-18;18;2;0;0;115.2147474877;12.8016386097;71;330570;Sumidouro (RJ);SUMIDOURO (RJ)
2020-06-18;261;23;0;0;760.7333352765;67.0378034918;75;330575;Tanguá (RJ);TANGUÁ (RJ)
2020-06-18;753;42;0;1;412.3903304599;23.0018511014;81;330580;Teresópolis (RJ);TERESÓPOLIS (RJ)
2020-06-18;30;0;0;0;282.3263692829;0;19;330590;Trajano de Moraes (RJ);TRAJANO DE MORAES (RJ)
2020-06-18;276;4;0;0;337.3918145812;4.8897364432;77;330600;Três Rios (RJ);TRÊS RIOS (RJ)
2020-06-18;141;7;0;0;184.2583275616;9.1475765456;83;330610;Valença (RJ);VALENÇA (RJ)
2020-06-18;24;0;0;0;218.1818181818;0;32;330615;Varre-Sai (RJ);VARRE-SAI (RJ)
2020-06-18;188;13;-1;0;509.540329575;35.2341717259;57;330620;Vassouras (RJ);VASSOURAS (RJ)
2020-06-18;1228;53;0;2;449.7970785167;19.4130660923;83;330630;Volta Redonda (RJ);VOLTA REDONDA (RJ)
2020-06-18;46;3;0;0;131.1737196304;8.554807802;68;350010;Adamantina (SP);ADAMANTINA (SP)
2020-06-18;5;0;0;0;140.3705783268;0;50;350020;Adolfo (SP);ADOLFO (SP)
2020-06-18;51;4;0;0;140.4765183859;11.0177661479;56;350030;Aguaí (SP);AGUAÍ (SP)
2020-06-18;1;0;0;0;12.2249388753;0;51;350040;Águas da Prata (SP);ÁGUAS DA PRATA (SP)
2020-06-18;25;3;0;0;133.654103181;16.0384923817;78;350050;Águas de Lindóia (SP);ÁGUAS DE LINDÓIA (SP)
2020-06-18;5;0;0;0;82.304526749;0;42;350055;Águas de Santa Bárbara (SP);ÁGUAS DE SANTA BÁRBARA (SP)
2020-06-18;3;0;0;0;86.9313242538;0;70;350060;Águas de São Pedro (SP);ÁGUAS DE SÃO PEDRO (SP)
2020-06-18;51;2;1;0;137.0451980437;5.3743214919;78;350070;Agudos (SP);AGUDOS (SP)
2020-06-18;6;0;0;0;99.5850622407;0;64;350075;Alambari (SP);ALAMBARI (SP)
2020-06-18;3;2;0;0;72.0115218435;48.007681229;31;350080;Alfredo Marcondes (SP);ALFREDO MARCONDES (SP)
2020-06-18;1;0;0;0;24.0384615385;0;34;350090;Altair (SP);ALTAIR (SP)
2020-06-18;6;0;0;0;37.0736529906;0;37;350100;Altinópolis (SP);ALTINÓPOLIS (SP)
2020-06-18;1;1;0;0;24.3961941937;24.3961941937;41;350110;Alto Alegre (SP);ALTO ALEGRE (SP)
2020-06-18;23;2;1;0;123.4700450934;10.7365256603;38;350115;Alumínio (SP);ALUMÍNIO (SP)
2020-06-18;2;0;0;0;54.3625985322;0;21;350120;Álvares Florence (SP);ÁLVARES FLORENCE (SP)
